Country,Year,Status,Adult Mortality,infant deaths,Alcohol,BMI,GDP,Population,Schooling,Life expectancy
Country A,2014,Developed,534,906,4.12,25.7,75502.24,75889607,3.5,69.7
Country B,2009,Developed,642,273,3.91,27.3,27822.82,6000797,9.1,65.3
Country B,2002,Developing,519,300,4.73,65.1,71764.71,39639529,15.2,55.5
Country D,2000,Developing,472,20,6.94,58.3,29511.6,99845323,1.5,52.7
Country B,2014,Developing,350,523,0.29,71.3,11202.63,76684823,1.4,55.0
Country D,2006,Developing,44,755,8.97,38.2,71736.29,46714386,6.4,59.9
Country A,2011,Developing,65,614,0.48,48.3,17963.7,65370232,8.3,62.8
Country A,2009,Developing,246,275,8.09,61.7,11150.94,74392678,4.3,57.2
Country A,2005,Developed,585,6,6.87,78.2,55198.42,18158902,0.5,63.5
Country D,2001,Developing,71,858,3.65,79.3,62081.49,37263069,4.4,62.1
Country B,2001,Developing,158,454,4.95,79.9,5153.08,57787275,8.7,64.2
Country B,2002,Developed,475,129,10.59,72.3,496.67,77539711,1.6,65.8
Country B,2007,Developed,25,298,0.15,54.8,88212.93,23104608,14.3,85.2
Country C,2007,Developing,583,96,4.76,10.5,11569.49,17464015,11.0,53.6
Country A,2009,Developing,223,276,10.21,59.0,58410.61,20542303,8.7,63.2
Country A,2014,Developing,160,284,2.29,26.7,95356.95,82415268,10.4,62.8
Country C,2009,Developed,75,799,8.41,14.0,51215.42,53790980,13.1,82.2
Country A,2009,Developed,138,172,2.54,58.8,14022.81,97971253,19.9,84.1
Country A,2015,Developed,479,331,2.33,62.9,39378.78,37947937,15.5,71.5
Country C,2011,Developed,553,204,11.59,56.2,62423.01,99972055,10.8,70.1
Country A,2009,Developing,303,102,4.01,35.6,76295.82,82823613,15.4,59.8
Country B,2010,Developing,387,624,5.64,45.8,60713.45,32336854,9.5,56.8
Country C,2013,Developing,472,954,10.95,75.4,3479.86,69841052,6.2,51.4
Country A,2011,Developed,334,359,2.7,61.1,14353.13,42746413,5.2,70.5
Country B,2007,Developed,309,130,7.98,45.3,37211.58,75183344,8.0,72.9
Country D,2006,Developing,528,38,13.77,51.5,70586.08,75653811,0.0,47.7
Country A,2013,Developing,540,306,8.31,74.9,58453.58,17866668,3.5,50.9
Country C,2001,Developing,163,883,0.74,37.6,4517.26,66977633,2.5,59.6
Country B,2000,Developed,55,519,8.85,17.1,79698.75,85816719,19.2,81.5
Country D,2005,Developing,455,877,1.36,32.8,60532.19,18204706,1.3,53.3
Country D,2010,Developed,305,45,4.24,39.1,88720.65,98990867,10.0,75.7
Country A,2007,Developing,102,193,12.75,29.1,41794.43,72824616,18.4,65.3
Country D,2000,Developing,554,517,0.18,47.0,49045.67,79004658,12.2,49.8
Country C,2002,Developed,388,879,1.16,31.3,40584.8,80563134,9.9,74.4
Country D,2014,Developed,683,569,5.46,17.2,72259.33,32831468,14.9,68.3
Country A,2000,Developed,208,168,14.99,23.2,75225.48,55900852,7.1,74.4
Country D,2009,Developing,315,121,4.39,74.3,72338.08,3404121,3.9,59.7
Country A,2008,Developed,49,248,2.37,54.1,29195.35,45027761,16.9,83.3
Country D,2006,Developing,572,206,8.25,32.0,63621.35,73910168,1.1,50.0
Country B,2013,Developed,518,114,7.79,35.7,33885.89,9102746,16.2,72.7
Country A,2007,Developing,148,238,6.75,44.5,83428.33,5370251,2.1,57.7
Country C,2008,Developed,211,565,14.2,57.1,5558.86,64622839,12.5,76.9
Country C,2002,Developed,372,75,4.21,50.8,3820.19,30228160,9.5,72.0
Country D,2009,Developing,662,168,4.41,75.3,10215.76,96753683,20.0,53.4
Country B,2010,Developed,597,47,2.11,53.8,20276.2,97047307,7.8,65.0
Country D,2001,Developing,672,735,10.46,73.8,3811.65,53673539,19.1,56.0
Country D,2005,Developing,47,69,4.83,10.4,7208.09,14335379,8.1,67.2
Country B,2004,Developing,674,507,12.04,72.3,30640.35,23504115,13.6,50.5
Country A,2003,Developed,499,154,14.58,60.5,10024.08,62390081,12.9,70.4
Country C,2005,Developing,155,558,0.66,22.1,80217.27,16432683,1.7,56.7
Country B,2014,Developed,230,460,14.9,28.4,5434.05,41036926,14.9,79.2
Country D,2005,Developed,300,372,3.82,48.0,90797.55,2503247,4.2,71.3
Country A,2011,Developing,158,790,6.31,18.7,87090.41,69653861,7.8,59.5
Country D,2002,Developed,673,201,11.67,65.0,20878.02,22403845,15.6,71.6
Country A,2013,Developing,247,653,9.98,65.4,7199.13,57756343,18.9,62.5
Country C,2001,Developing,568,316,11.68,31.1,10598.23,14493577,11.2,53.2
Country C,2008,Developing,151,450,7.0,14.9,55930.87,99351117,10.4,60.0
Country A,2007,Developing,299,637,13.74,79.2,60111.53,422723,10.1,61.1
Country C,2013,Developing,54,843,11.85,27.6,31592.5,13492888,16.3,67.0
Country D,2003,Developing,223,664,4.65,14.7,29718.53,59949459,19.9,64.1
Country A,2005,Developed,580,576,14.23,33.1,53173.55,44665232,12.7,70.6
Country D,2002,Developed,565,95,14.42,77.8,30597.52,97506071,7.6,70.7
Country A,2015,Developed,467,919,6.23,65.5,93435.23,15090862,4.4,63.3
Country D,2010,Developed,486,692,9.78,43.6,38294.05,88108015,4.0,68.5
Country C,2007,Developed,552,495,12.22,31.4,22020.38,98958190,17.1,76.0
Country B,2002,Developing,444,361,12.26,39.6,14639.19,60118796,19.8,64.1
Country D,2001,Developed,138,456,0.22,11.2,63189.23,11303838,14.0,78.7
Country A,2014,Developing,650,177,9.44,60.3,32699.83,939310,19.1,56.7
Country C,2006,Developed,292,128,14.61,17.0,18920.04,21424793,7.0,73.1
Country A,2013,Developed,210,489,3.48,46.3,27617.76,26663511,12.6,76.6
Country D,2015,Developing,684,38,11.94,49.6,30822.76,29540174,10.2,53.3
Country A,2002,Developed,697,457,8.02,10.1,62602.06,21901308,9.6,62.6
Country A,2012,Developed,211,811,3.33,78.6,17509.42,60963337,12.6,78.2
Country D,2008,Developed,663,872,0.78,31.1,73293.74,56185240,6.2,64.7
Country C,2014,Developing,388,349,11.4,15.4,30522.98,36086240,12.8,60.7
Country C,2002,Developed,396,644,4.75,69.8,48856.54,45004802,13.5,76.0
Country D,2014,Developing,124,890,5.64,20.6,65501.16,74730991,16.7,66.1
Country C,2007,Developed,561,451,7.28,11.7,54384.83,28813193,14.6,69.8
Country B,2001,Developing,124,379,7.61,44.6,66240.24,66606585,6.4,62.8
Country A,2008,Developed,68,108,3.1,19.1,32293.42,1793946,9.0,75.6
Country D,2000,Developing,475,583,10.06,78.8,96346.82,91766235,2.4,49.6
Country B,2011,Developing,358,207,10.39,10.7,45926.02,63949171,5.1,55.2
Country A,2002,Developed,456,576,2.14,13.6,32227.26,32467901,10.4,70.0
Country D,2010,Developed,346,240,8.0,68.3,29674.58,65579290,2.0,68.6
Country C,2013,Developed,521,590,9.14,26.8,4317.36,75124197,11.4,69.7
Country D,2001,Developing,637,87,2.8,73.8,68496.35,94741158,7.8,51.1
Country D,2012,Developed,624,398,13.42,31.8,26288.4,55674255,0.7,65.8
Country A,2013,Developing,498,689,7.25,14.9,95895.07,16942205,8.7,52.1
Country A,2012,Developed,328,261,1.73,10.7,21083.95,11430353,5.6,70.3
Country A,2011,Developed,330,577,5.02,29.8,52972.64,2158211,1.3,70.7
Country B,2014,Developing,566,324,7.16,43.2,73560.3,10844182,5.9,51.7
Country C,2006,Developed,427,370,0.16,10.1,87018.02,51232031,5.9,67.5
Country D,2004,Developed,443,934,0.49,50.7,15688.27,47244167,7.1,69.5
Country D,2014,Developed,601,104,0.84,33.4,98540.88,7864700,7.3,63.6
Country C,2007,Developing,95,97,8.08,37.3,90679.56,61120385,8.6,64.5
Country D,2001,Developing,451,486,5.05,28.3,96286.83,30749301,1.8,52.1
Country A,2007,Developing,317,95,13.4,47.0,85274.44,11553590,0.1,58.1
Country D,2006,Developing,487,924,8.39,26.1,87773.04,84233205,14.7,55.4
Country C,2011,Developed,678,988,11.4,19.4,59902.95,83919691,6.7,63.5
Country B,2010,Developed,648,471,10.31,72.3,84538.74,36810474,12.3,68.5
Country B,2004,Developed,577,45,7.81,37.3,53424.64,16825043,6.1,69.1
Country C,2001,Developing,5,889,11.17,15.4,53844.81,25704942,19.7,68.8
Country D,2009,Developed,632,30,8.18,26.1,56279.88,8894990,6.3,64.1
Country D,2010,Developing,371,407,5.79,31.7,99631.98,92644317,12.1,58.8
Country B,2006,Developed,555,374,6.54,63.9,10484.26,68392096,4.4,64.8
Country D,2009,Developing,188,381,12.58,11.6,80570.72,89766997,10.4,62.4
Country B,2003,Developing,26,910,8.45,43.5,27367.59,47192616,11.6,65.4
Country C,2003,Developed,162,715,5.67,38.5,36154.65,99419854,3.7,75.0
Country C,2007,Developing,130,659,2.7,77.8,8099.3,41409792,2.5,60.4
